actor,weibo_name,follower,weibo_score
赵弈钦,赵弈钦,"赵弈钦
粉丝：557万 | 欢娱影视签约演员 赵弈钦
V指数 文娱领域 80.89分","赵弈钦
粉丝：557万 | 欢娱影视签约演员 赵弈钦
V指数 文娱领域 80.89分"
胡夏,胡夏,"胡夏
粉丝：776万 | 歌手、演员
V指数 文娱领域 79.48分","胡夏
粉丝：776万 | 歌手、演员
V指数 文娱领域 79.48分"
邢昭林,邢昭林,"邢昭林
粉丝：2368万 | 演员邢昭林
V指数 文娱领域 79.06分","邢昭林
粉丝：2368万 | 演员邢昭林
V指数 文娱领域 79.06分"
周帅,演员周帅,"演员周帅
青年影视演员，话剧演员。
粉丝：13.8万","演员周帅
青年影视演员，话剧演员。
粉丝：13.8万"
王骁,王骁很娱乐,"王骁很娱乐
粉丝：220万 | 演员
V指数 文娱领域 43.93分","王骁很娱乐
粉丝：220万 | 演员
V指数 文娱领域 43.93分"
陈梓聪,No weibo account,No weibo account,No weibo account
邵星颖,邵星颖,"邵星颖
北京希饭影视旗下艺人
粉丝：212.5万","邵星颖
北京希饭影视旗下艺人
粉丝：212.5万"
金志文,金志文-GT,"金志文-GT
粉丝：209.2万 | 歌手小文
V指数 文娱领域 53.21分","金志文-GT
粉丝：209.2万 | 歌手小文
V指数 文娱领域 53.21分"
包涵,No weibo account,No weibo account,No weibo account
刘晴,No weibo account,No weibo account,No weibo account
王以纶,王以纶RileyKing,"王以纶RileyKing
粉丝：446.3万 | 演员、歌手
V指数 文娱领域 64.29分","王以纶RileyKing
粉丝：446.3万 | 演员、歌手
V指数 文娱领域 64.29分"
陈小春,陳小春,"陳小春
粉丝：1299.8万 | 香港歌手，演员
V指数 文娱领域 44.37分","陳小春
粉丝：1299.8万 | 香港歌手，演员
V指数 文娱领域 44.37分"
陈彦亦,陈彦亦888,"陈彦亦888
粉丝：20","陈彦亦888
粉丝：20"
张子健,_张子健_,"_张子健_
粉丝：21.2万 | 乐华娱乐旗下演员
V指数 文娱领域 51.87分","_张子健_
粉丝：21.2万 | 乐华娱乐旗下演员
V指数 文娱领域 51.87分"
赵聚散,No weibo account,No weibo account,No weibo account
露西,No weibo account,No weibo account,No weibo account
周涛,周涛323,"周涛323
粉丝：251.8万 | 主持人 周涛
V指数 文娱领域 12.79分","周涛323
粉丝：251.8万 | 主持人 周涛
V指数 文娱领域 12.79分"
杨天琪,No weibo account,No weibo account,No weibo account
陈都灵,No weibo account,No weibo account,No weibo account
聂远,聂远,"聂远
粉丝：506.6万 | 欢娱影视签约演员 聂远
V指数 文娱领域 57.27分","聂远
粉丝：506.6万 | 欢娱影视签约演员 聂远
V指数 文娱领域 57.27分"
姚笛,姚笛,"姚笛
粉丝：1014.1万 | 青年演员，代表作《红楼梦》、《祼婚时代》
V指数 文娱领域 75.19分","姚笛
粉丝：1014.1万 | 青年演员，代表作《红楼梦》、《祼婚时代》
V指数 文娱领域 75.19分"
钱晓蕴,No weibo account,No weibo account,No weibo account
嗣航,No weibo account,No weibo account,No weibo account
孙佳雨,孙佳雨_PaNdA,"孙佳雨_PaNdA
粉丝：512.6万 | 演员 代表作《安家》《余罪》《掮客》
《暮色心约》演员","孙佳雨_PaNdA
粉丝：512.6万 | 演员 代表作《安家》《余罪》《掮客》
《暮色心约》演员"
李熹子,李熹子,"李熹子
粉丝：211.4万 | 海西传媒签约艺人 代表作《夜凛神探》《从前有座灵剑山》
V指数 文娱领域 27.68分","李熹子
粉丝：211.4万 | 海西传媒签约艺人 代表作《夜凛神探》《从前有座灵剑山》
V指数 文娱领域 27.68分"
杨茜尧,楊怡TaviaYeung是楊茜堯,"楊怡TaviaYeung是楊茜堯
粉丝：381.6万 | 香港tvb演员
V指数 文娱领域 37.92分","楊怡TaviaYeung是楊茜堯
粉丝：381.6万 | 香港tvb演员
V指数 文娱领域 37.92分"
陈丹青,这是实在话,"这是实在话
我改名了！别走。加V信:zatan521
粉丝：12.2万","这是实在话
我改名了！别走。加V信:zatan521
粉丝：12.2万"
邓恩熙,邓恩熙,"邓恩熙
粉丝：162.5万 | 演员
V指数 文娱领域 65.51分","邓恩熙
粉丝：162.5万 | 演员
V指数 文娱领域 65.51分"
杨超然,演员杨超然,"演员杨超然
演员
粉丝：67.3万","演员杨超然
演员
粉丝：67.3万"
侯明昊,侯明昊Neo,"侯明昊Neo
粉丝：1658.8万 | 演员、 歌手
V指数 文娱领域 85.28分","侯明昊Neo
粉丝：1658.8万 | 演员、 歌手
V指数 文娱领域 85.28分"
田雨,演员田雨,"演员田雨
粉丝：120.3万 | 演员田雨
电视剧欢颜演员","演员田雨
粉丝：120.3万 | 演员田雨
电视剧欢颜演员"
李玲玉,李玲玉,"李玲玉
粉丝：100.5万 | 歌手艺人
V指数 文娱领域 28.94分","李玲玉
粉丝：100.5万 | 歌手艺人
V指数 文娱领域 28.94分"
梁龙,梁龙LBB,"梁龙LBB
粉丝：88.3万 | 二手玫瑰乐队主唱、腾讯视频《导演请指教》导演
V指数 文娱领域 65.74分","梁龙LBB
粉丝：88.3万 | 二手玫瑰乐队主唱、腾讯视频《导演请指教》导演
V指数 文娱领域 65.74分"
高鑫,高鑫,"高鑫
粉丝：230.3万 | 演员
V指数 文娱领域 33.57分","高鑫
粉丝：230.3万 | 演员
V指数 文娱领域 33.57分"
蔡卓音,蔡卓音Joyin,"蔡卓音Joyin
演员，代表作《沉默不语的顾小姐》
粉丝：73.7万","蔡卓音Joyin
演员，代表作《沉默不语的顾小姐》
粉丝：73.7万"
王俊凯,No weibo account,No weibo account,No weibo account
张馨予,张馨予,"张馨予
粉丝：2463.5万 | 演员
V指数 文娱领域 78.50分","张馨予
粉丝：2463.5万 | 演员
V指数 文娱领域 78.50分"
吕中,No weibo account,No weibo account,No weibo account
陈宝国,陈宝国,"陈宝国
粉丝：14万","陈宝国
粉丝：14万"
张慧雯,张慧雯wen,"张慧雯wen
粉丝：1041.8万 | 演员张慧雯，代表作《归来》《琅琊榜之风起长林》
V指数 文娱领域 70.74分","张慧雯wen
粉丝：1041.8万 | 演员张慧雯，代表作《归来》《琅琊榜之风起长林》
V指数 文娱领域 70.74分"
朱芳雨,朱芳雨,"朱芳雨
前中国男篮国手、广东宏远俱乐部总经理
粉丝：733.5万","朱芳雨
前中国男篮国手、广东宏远俱乐部总经理
粉丝：733.5万"
杨欧,No weibo account,No weibo account,No weibo account
张家鼎,Z张家鼎,"Z张家鼎
影视演员
粉丝：85.8万","Z张家鼎
影视演员
粉丝：85.8万"
高瀚宇,高瀚宇KD,"高瀚宇KD
粉丝：708.4万 | 演员
《全员加速中》嘉宾推荐","高瀚宇KD
粉丝：708.4万 | 演员
《全员加速中》嘉宾推荐"
周延,GAI周延,"GAI周延
粉丝：1161.4万 | 音乐人、歌手、种梦音乐签约艺人
V指数 文娱领域 82.23分","GAI周延
粉丝：1161.4万 | 音乐人、歌手、种梦音乐签约艺人
V指数 文娱领域 82.23分"
王培根,王培根,"王培根
演员
粉丝：15.9万","王培根
演员
粉丝：15.9万"
刘三木,No weibo account,No weibo account,No weibo account
王志飞,王志飞,"王志飞
演员、代表作品：《突出重围》、《大秦帝国》等
粉丝：71.5万","王志飞
演员、代表作品：《突出重围》、《大秦帝国》等
粉丝：71.5万"
王宥钧,王宥钧_,"王宥钧_
粉丝：160.9万 | 瞳盟影视演员
V指数 文娱领域 34.12分","王宥钧_
粉丝：160.9万 | 瞳盟影视演员
V指数 文娱领域 34.12分"
佟心竹,佟心竹-c小调,"佟心竹-c小调
8082Audio配音总监、配音演员
粉丝：16.6万","佟心竹-c小调
8082Audio配音总监、配音演员
粉丝：16.6万"
肖燕,肖燕,"肖燕
粉丝：902.2万 | 演员 赛车手 果然娱乐签约艺人
V指数 文娱领域 75.02分","肖燕
粉丝：902.2万 | 演员 赛车手 果然娱乐签约艺人
V指数 文娱领域 75.02分"
敖子逸,敖子逸,"敖子逸
粉丝：987.3万 | 北京时代峰峻TF家族 签约歌手、演员
《一拍即合的我们》嘉宾","敖子逸
粉丝：987.3万 | 北京时代峰峻TF家族 签约歌手、演员
《一拍即合的我们》嘉宾"
陈柏融,陳柏融Kenji,"陳柏融Kenji
粉丝：305.2万 | 演員
V指数 文娱领域 19.19分","陳柏融Kenji
粉丝：305.2万 | 演員
V指数 文娱领域 19.19分"
郭一扬,Reyn郭一扬,"Reyn郭一扬
青年演员，影视作品《满江红》《志愿军雄兵出击》《侦查英雄》《大主宰》《晴雅集》 《幸福一家人》《绝地狙杀》《爵迹2》《不思异》系列等。
粉丝：14.5万","Reyn郭一扬
青年演员，影视作品《满江红》《志愿军雄兵出击》《侦查英雄》《大主宰》《晴雅集》 《幸福一家人》《绝地狙杀》《爵迹2》《不思异》系列等。
粉丝：14.5万"
王子睿,No weibo account,No weibo account,No weibo account
逯恣祯,逯恣祯_淘淘,"逯恣祯_淘淘
粉丝：101.6万 | 耀客传媒签约演员 代表作《幻城》《好久不见》
V指数 文娱领域 20.84分","逯恣祯_淘淘
粉丝：101.6万 | 耀客传媒签约演员 代表作《幻城》《好久不见》
V指数 文娱领域 20.84分"
陈楚生,陈楚生,"陈楚生
粉丝：1058.7万 | 歌手
V指数 文娱领域 82.41分","陈楚生
粉丝：1058.7万 | 歌手
V指数 文娱领域 82.41分"
盛冠森,盛少Marmota_Magnus,"盛少Marmota_Magnus
粉丝：60万 | 演员盛冠森，《家有儿女》饰键盘，《怒晴湘西》饰演老洋人
V指数 文娱领域 21.18分","盛少Marmota_Magnus
粉丝：60万 | 演员盛冠森，《家有儿女》饰键盘，《怒晴湘西》饰演老洋人
V指数 文娱领域 21.18分"
吕聿来,No weibo account,No weibo account,No weibo account
阳巧玥,No weibo account,No weibo account,No weibo account
付伟伦,付伟伦,"付伟伦
粉丝：151.7万 | 演员，作品：网剧《棋魂》等
V指数 文娱领域 57.57分","付伟伦
粉丝：151.7万 | 演员，作品：网剧《棋魂》等
V指数 文娱领域 57.57分"
刘嘉裕,No weibo account,No weibo account,No weibo account
艾热,艾热AIR_uugabiz,"艾热AIR_uugabiz
粉丝：487.5万 | 种梦音乐签约艺人、《中国新说唱》2018年度总冠军
V指数 文娱领域 76.90分","艾热AIR_uugabiz
粉丝：487.5万 | 种梦音乐签约艺人、《中国新说唱》2018年度总冠军
V指数 文娱领域 76.90分"
袁雨萱,袁雨萱呢,"袁雨萱呢
粉丝：369.2万 | 嘉行传媒签约演员
V指数 文娱领域 60.77分","袁雨萱呢
粉丝：369.2万 | 嘉行传媒签约演员
V指数 文娱领域 60.77分"
洋懿,No weibo account,No weibo account,No weibo account
马丽,演员马丽,"演员马丽
粉丝：920.7万 | 演员，代表作《夏洛特烦恼》
V指数 文娱领域 66.52分","演员马丽
粉丝：920.7万 | 演员，代表作《夏洛特烦恼》
V指数 文娱领域 66.52分"
于小彤,于小彤,"于小彤
演员。新版《红楼梦》饰少年贾宝玉；电影《梅兰芳》饰少年梅兰芳
粉丝：570.9万","于小彤
演员。新版《红楼梦》饰少年贾宝玉；电影《梅兰芳》饰少年梅兰芳
粉丝：570.9万"
李嘉豪,LeeAlive李嘉豪,"LeeAlive李嘉豪
耳视 心听 合作联系：athena@europaculture.com
粉丝：1.4万","LeeAlive李嘉豪
耳视 心听 合作联系：athena@europaculture.com
粉丝：1.4万"
任言恺,任言恺Ming,"任言恺Ming
粉丝：645.9万 | 演员，出演电影《小时代3》
V指数 文娱领域 29.80分","任言恺Ming
粉丝：645.9万 | 演员，出演电影《小时代3》
V指数 文娱领域 29.80分"
王雷,王雷ACTION,"王雷ACTION
粉丝：200.9万 | 男演员
V指数 文娱领域 32.01分","王雷ACTION
粉丝：200.9万 | 男演员
V指数 文娱领域 32.01分"
赵乾景,No weibo account,No weibo account,No weibo account
牛玉坤,牛玉坤坤坤,"牛玉坤坤坤
壹加壹签约艺人
粉丝：2.1万","牛玉坤坤坤
壹加壹签约艺人
粉丝：2.1万"
蔡征,蔡征同学,"蔡征同学
上海声悠文化传媒有限公司 音乐监制
粉丝：3381","蔡征同学
上海声悠文化传媒有限公司 音乐监制
粉丝：3381"
马树,No weibo account,No weibo account,No weibo account
丰楚轩,BEST-丰楚轩,"BEST-丰楚轩
粉丝：109.5万 | 嘉行新悦男团BEST成员 丰楚轩
V指数 文娱领域 39.30分","BEST-丰楚轩
粉丝：109.5万 | 嘉行新悦男团BEST成员 丰楚轩
V指数 文娱领域 39.30分"
杨凯程,杨凯程,"杨凯程
粉丝：142.2万 | 演员 杨凯程
V指数 文娱领域 55.39分","杨凯程
粉丝：142.2万 | 演员 杨凯程
V指数 文娱领域 55.39分"
雷佳音,雷佳音,"雷佳音
粉丝：1474.2万 | 话剧和影视演员
V指数 文娱领域 46.98分","雷佳音
粉丝：1474.2万 | 话剧和影视演员
V指数 文娱领域 46.98分"
樊驿宁,No weibo account,No weibo account,No weibo account
小沈阳,小沈阳,"小沈阳
粉丝：1749.5万 | 艺人
V指数 文娱领域 67.19分","小沈阳
粉丝：1749.5万 | 艺人
V指数 文娱领域 67.19分"
范迪禹,范迪禹_,"范迪禹_
演员
粉丝：9250","范迪禹_
演员
粉丝：9250"
淮文,No weibo account,No weibo account,No weibo account
麦家,麦家,"麦家
作家，代表作品有《人生海海》、《解密》、《风声》、《暗算》等。
粉丝：681.6万","麦家
作家，代表作品有《人生海海》、《解密》、《风声》、《暗算》等。
粉丝：681.6万"
歪歪,No weibo account,No weibo account,No weibo account
筱筝,No weibo account,No weibo account,No weibo account
阿部快征,阿部快征_TRUSTAR,"阿部快征_TRUSTAR
演员，代表作《SeaOpening 》
粉丝：2522","阿部快征_TRUSTAR
演员，代表作《SeaOpening 》
粉丝：2522"
稳得高处,VA稳得高处,"VA稳得高处
全职配音演员 微信：CVWDGC 在线接活 QQ千人粉丝群86686572 配音秀ID2308918
粉丝：21.2万","VA稳得高处
全职配音演员 微信：CVWDGC 在线接活 QQ千人粉丝群86686572 配音秀ID2308918
粉丝：21.2万"
贺文潇,袖子-贺文潇,"袖子-贺文潇
粉丝：79.1万 | 边江工作室 配音演员
V指数 动漫领域 68.84分","袖子-贺文潇
粉丝：79.1万 | 边江工作室 配音演员
V指数 动漫领域 68.84分"
武磊,武磊7,"武磊7
粉丝：323万 | 上海海港足球俱乐部球员、中国国家队队员武磊
V指数 体育领域 76.87分","武磊7
粉丝：323万 | 上海海港足球俱乐部球员、中国国家队队员武磊
V指数 体育领域 76.87分"
王艺诺,王艺诺诺诺,"王艺诺诺诺
演员 王艺诺
粉丝：102.7万","王艺诺诺诺
演员 王艺诺
粉丝：102.7万"
齐秦,齐秦,"齐秦
歌手齐秦
粉丝：154.8万","齐秦
歌手齐秦
粉丝：154.8万"
高晓松,No weibo account,No weibo account,No weibo account
岳云鹏,岳云鹏,"岳云鹏
粉丝：2894万 | 相声演员，德云社成员
V指数 文娱领域 78.00分","岳云鹏
粉丝：2894万 | 相声演员，德云社成员
V指数 文娱领域 78.00分"
苏炳添,苏炳添,"苏炳添
粉丝：494.1万 | 中国田径短跑运动员
V指数 体育领域 62.75分","苏炳添
粉丝：494.1万 | 中国田径短跑运动员
V指数 体育领域 62.75分"
杜志强,No weibo account,No weibo account,No weibo account
陈建太郎,No weibo account,No weibo account,No weibo account
刘小怂,我是刘小怂,"我是刘小怂
粉丝：140.7万 | 游戏博主
视频号游戏榜第2名","我是刘小怂
粉丝：140.7万 | 游戏博主
视频号游戏榜第2名"
蔡徐坤,蔡徐坤,"蔡徐坤
粉丝：3881.9万 | 歌手、制作人、NINE PERCENT队长
V指数 文娱领域 78.79分","蔡徐坤
粉丝：3881.9万 | 歌手、制作人、NINE PERCENT队长
V指数 文娱领域 78.79分"
李昳晨,李昳晨,"李昳晨
不关心人类
粉丝：9.2万","李昳晨
不关心人类
粉丝：9.2万"
李正翔,No weibo account,No weibo account,No weibo account
谭卓,谭卓,"谭卓
粉丝：1002.4万 | 演员，代表作《我不是药神》《延禧攻略》《如梦之梦》
V指数 文娱领域 67.45分","谭卓
粉丝：1002.4万 | 演员，代表作《我不是药神》《延禧攻略》《如梦之梦》
V指数 文娱领域 67.45分"
LexBurner,LexBurner,"LexBurner
粉丝：201.5万 | 微博动漫达人 动漫视频自媒体
V指数 动漫领域 80.22分","LexBurner
粉丝：201.5万 | 微博动漫达人 动漫视频自媒体
V指数 动漫领域 80.22分"
宋一雄,No weibo account,No weibo account,No weibo account
邓春玲,No weibo account,No weibo account,No weibo account
毕畅,毕畅,"毕畅
粉丝：49.7万 | 演员毕畅
V指数 文娱领域 21.91分","毕畅
粉丝：49.7万 | 演员毕畅
V指数 文娱领域 21.91分"
柯暮卿,柯暮卿,"柯暮卿
歌手、《我是特优声 剧团季》声音演员 柯暮卿
粉丝：106.9万","柯暮卿
歌手、《我是特优声 剧团季》声音演员 柯暮卿
粉丝：106.9万"
季骜杰,No weibo account,No weibo account,No weibo account
郭子凡,X玖少年团--郭子凡G-Ziven,"X玖少年团--郭子凡G-Ziven
粉丝：359.5万 | X玖少年团成员；演员，代表作《小欢喜》《致命愿望》
《一拍即合的我们》嘉宾","X玖少年团--郭子凡G-Ziven
粉丝：359.5万 | X玖少年团成员；演员，代表作《小欢喜》《致命愿望》
《一拍即合的我们》嘉宾"
赵文卓,赵文卓,"赵文卓
粉丝：495.8万 | 演员赵文卓
V指数 文娱领域 43.21分","赵文卓
粉丝：495.8万 | 演员赵文卓
V指数 文娱领域 43.21分"
白宇,白宇WHITE,"白宇WHITE
粉丝：1174.3万 | 演员白宇
V指数 文娱领域 75.66分","白宇WHITE
粉丝：1174.3万 | 演员白宇
V指数 文娱领域 75.66分"
